#OTU ID	Kingdom	Phylum	Class	Order	Family	Genus
ASV414	Bacteria	Actinobacteria	Actinobacteria	Frankiales	NA	genus_Frankiales
ASV415	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV416	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV417	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Bryobacter
ASV418	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	NA	genus_IMCC26256
ASV420	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV422	Bacteria	Actinobacteria	Actinobacteria	Frankiales	NA	genus_Frankiales
ASV424	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV426	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia
ASV427	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Bryobacter
ASV429	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	genus_Acidobacteriaceae_(Subgroup_1)
ASV430	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV433	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV434	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	genus_Nostocaceae
ASV436	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	genus_Rhizobiales
ASV437	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	genus_Burkholderiaceae
ASV440	Bacteria	Actinobacteria	Acidimicrobiia	NA	NA	genus_Acidimicrobiia
ASV442	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV444	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	genus_WD2101_soil_group
ASV446	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV447	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidisphaera
ASV448	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV449	Bacteria	Actinobacteria	Actinobacteria	Frankiales	NA	genus_Frankiales
ASV451	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12_Beijerinckiaceae
ASV452	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV453	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans
ASV456	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12_Beijerinckiaceae
ASV457	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV458	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV459	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas
ASV462	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12_Beijerinckiaceae
ASV464	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium
ASV466	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidipila
ASV468	Bacteria	Cyanobacteria	Oxyphotobacteria	NA	NA	genus_Oxyphotobacteria
ASV469	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV470	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	NA	genus_IMCC26256
ASV472	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV473	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV474	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidisoma
ASV475	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	genus_Burkholderiaceae
ASV476	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	genus_Caulobacteraceae
ASV482	Bacteria	Actinobacteria	Actinobacteria	Frankiales	NA	genus_Frankiales
ASV484	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV486	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella
ASV487	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans
ASV488	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	NA	genus_IMCC26256
ASV489	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV491	Bacteria	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	Quadrisphaera
ASV492	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV496	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella
ASV499	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	genus_WD2101_soil_group
ASV503	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	genus_Caulobacteraceae
ASV504	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella
ASV505	Bacteria	Actinobacteria	Actinobacteria	Frankiales	NA	genus_Frankiales
ASV506	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV509	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
ASV512	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV513	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12_Beijerinckiaceae
ASV515	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV517	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV519	Bacteria	Cyanobacteria	Oxyphotobacteria	NA	NA	genus_Oxyphotobacteria
ASV522	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	genus_Caulobacteraceae
ASV528	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidipila
ASV529	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	genus_Xanthobacteraceae
ASV531	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV532	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	NA	genus_Nostocales
ASV533	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	genus_Caulobacteraceae
ASV534	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium
ASV536	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	genus_Acidobacteriaceae_(Subgroup_1)
ASV537	Bacteria	Cyanobacteria	Oxyphotobacteria	NA	NA	genus_Oxyphotobacteria
ASV540	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV541	Bacteria	Actinobacteria	Actinobacteria	Frankiales	NA	genus_Frankiales
ASV543	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Bryobacter
ASV544	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV547	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV548	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV549	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Terriglobus
ASV553	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	genus_Gemmatimonadaceae
ASV554	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV556	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella
ASV566	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	genus_Gemmatimonadaceae
ASV568	Bacteria	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	Quadrisphaera
ASV569	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	genus_WD2101_soil_group
ASV572	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	NA	genus_Kallotenuales
ASV574	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV576	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	NA	genus_IMCC26256
ASV577	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Candidatus_Solibacter
ASV578	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella
ASV579	Bacteria	Actinobacteria	Actinobacteria	Frankiales	NA	genus_Frankiales
ASV581	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	genus_Acidobacteriaceae_(Subgroup_1)
ASV583	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	genus_Acidobacteriaceae_(Subgroup_1)
ASV584	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV585	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	genus_Acidobacteriaceae_(Subgroup_1)
ASV587	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium
ASV589	Bacteria	Actinobacteria	Actinobacteria	Frankiales	NA	genus_Frankiales
ASV591	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella
ASV593	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12_Beijerinckiaceae
ASV597	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV598	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	genus_Micropepsaceae
ASV600	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus
ASV601	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	genus_Sphingomonadaceae
ASV603	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV604	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV606	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidipila
ASV607	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella
ASV608	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV609	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas
ASV613	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella
ASV615	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV616	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	NA	genus_Chthoniobacterales
ASV624	Bacteria	Actinobacteria	Actinobacteria	Frankiales	NA	genus_Frankiales
ASV629	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	genus_Caulobacteraceae
ASV630	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	genus_Acidobacteriaceae_(Subgroup_1)
ASV631	Bacteria	Acidobacteria	Acidobacteriia	Subgroup_2	NA	genus_Subgroup_2
ASV636	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium
ASV637	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Candidatus_Solibacter
ASV638	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12_Beijerinckiaceae
ASV639	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV641	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	genus_Acidobacteriaceae_(Subgroup_1)
ASV642	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia
ASV645	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12_Beijerinckiaceae
ASV647	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	genus_Acidobacteriaceae_(Subgroup_1)
ASV648	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	genus_Caulobacteraceae
ASV651	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Candidatus_Solibacter
ASV660	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	genus_Acidobacteriaceae_(Subgroup_1)
ASV662	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Candidatus_Solibacter
ASV664	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Roseiarcus
ASV666	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV670	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV671	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella
ASV672	Bacteria	Actinobacteria	Actinobacteria	Frankiales	NA	genus_Frankiales
ASV673	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas
ASV674	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV678	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV679	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	genus_Caulobacteraceae
ASV684	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella
ASV687	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium
ASV689	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV694	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella
ASV697	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella
ASV700	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV702	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	genus_Nostocaceae
ASV704	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Endobacter
ASV705	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	genus_Acidobacteriaceae_(Subgroup_1)
ASV706	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	genus_Gemmatimonadaceae
ASV708	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12_Beijerinckiaceae
ASV709	Bacteria	Cyanobacteria	Oxyphotobacteria	NA	NA	genus_Oxyphotobacteria
ASV711	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	genus_Caulobacteraceae
ASV712	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV713	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	genus_Acidobacteriaceae_(Subgroup_1)
ASV715	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas
ASV717	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella
ASV718	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV720	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter
ASV721	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV722	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	genus_Nostocaceae
ASV723	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella
ASV725	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV727	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	genus_Burkholderiaceae
ASV730	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	genus_Caulobacteraceae
ASV731	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	genus_Caulobacteraceae
ASV732	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV733	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV735	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12_Beijerinckiaceae
ASV736	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV739	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Edaphobacter
ASV743	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV744	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	NA	genus_IMCC26256
ASV745	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	genus_WD2101_soil_group
ASV750	Bacteria	Actinobacteria	Actinobacteria	Frankiales	NA	genus_Frankiales
ASV751	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV755	Bacteria	Verrucomicrobia	Verrucomicrobiae	NA	NA	genus_Verrucomicrobiae
ASV756	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Rhizobacter
ASV757	Bacteria	Proteobacteria	Gammaproteobacteria	WD260	NA	genus_WD260
ASV758	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV760	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	genus_Acidobacteriaceae_(Subgroup_1)
ASV764	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV767	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	genus_Alphaproteobacteria
ASV768	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium
ASV769	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV771	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	genus_Chthoniobacteraceae
ASV774	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV777	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV778	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV779	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Aquisphaera
ASV781	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV783	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella
ASV788	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	genus_BIrii41
ASV789	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV794	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium
ASV797	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	genus_WD2101_soil_group
ASV803	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV813	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV814	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	genus_WD2101_soil_group
ASV815	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	genus_Isosphaeraceae
ASV816	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	genus_Caulobacteraceae
ASV819	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV820	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidipila
ASV823	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV826	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV830	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	genus_Caulobacteraceae
ASV836	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Polymorphobacter
ASV837	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV838	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV839	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Candidatus_Solibacter
ASV840	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	genus_Acidobacteriaceae_(Subgroup_1)
ASV849	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	NA	genus_IMCC26256
ASV858	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV859	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV863	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Bryobacter
ASV864	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV873	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	genus_Chitinophagaceae
ASV874	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV876	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	genus_Caulobacteraceae
ASV877	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV879	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV880	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV881	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidipila
ASV883	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV884	Bacteria	Actinobacteria	Actinobacteria	Frankiales	NA	genus_Frankiales
ASV889	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV890	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium
ASV891	Bacteria	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	Kineosporia
ASV893	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV896	Bacteria	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	Quadrisphaera
ASV897	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV898	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV900	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV901	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Roseiarcus
ASV904	Bacteria	Actinobacteria	Actinobacteria	Frankiales	NA	genus_Frankiales
ASV906	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	genus_WD2101_soil_group
ASV916	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV919	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12_Beijerinckiaceae
ASV925	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidisoma
ASV927	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV929	Bacteria	Actinobacteria	Actinobacteria	Frankiales	NA	genus_Frankiales
ASV934	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV939	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	genus_Chthoniobacteraceae
