#OTU ID	Kingdom	Phylum	Class	Order	Family	Genus
ASV5404	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	Stigonema_SAG_48.90
ASV5405	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV5412	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus
ASV5504	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Candidatus_Solibacter
ASV5515	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	genus_Alphaproteobacteria
ASV5516	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium
ASV5519	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV5520	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	NA	genus_Gaiellales
ASV5622	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV5628	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	genus_Chitinophagaceae
ASV5738	Bacteria	Verrucomicrobia	Verrucomicrobiae	NA	NA	genus_Verrucomicrobiae
ASV5739	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella
ASV5740	Bacteria	Verrucomicrobia	Verrucomicrobiae	NA	NA	genus_Verrucomicrobiae
ASV5741	Bacteria	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	Quadrisphaera
ASV5745	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	genus_WD2101_soil_group
ASV5752	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	NA	genus_Microtrichales
ASV5755	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	genus_Myxococcales
ASV5854	Bacteria	Chloroflexi	TK10	NA	NA	genus_TK10
ASV5863	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV5864	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	genus_Sphingomonadaceae
ASV5865	Bacteria	Proteobacteria	Gammaproteobacteria	WD260	NA	genus_WD260
ASV5866	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Pajaroellobacter
ASV5867	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	genus_Pseudonocardiaceae
ASV5868	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV5873	Bacteria	Actinobacteria	NA	NA	NA	genus_Actinobacteria
ASV5974	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV5976	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Bryobacter
ASV5980	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	genus_Elsterales
ASV5982	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	genus_Chthoniobacteraceae
ASV5983	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	genus_Solirubrobacteraceae
ASV5984	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	genus_Elsterales
ASV5985	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium
ASV5995	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV6138	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV6140	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Bryobacter
ASV6141	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV6151	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	genus_Spirosomaceae
ASV6152	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium
ASV6156	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas
ASV6158	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV6293	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	genus_Saccharimonadales
ASV6297	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV6305	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	genus_Solibacteraceae_(Subgroup_3)
ASV6308	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	genus_Solirubrobacteraceae
ASV6309	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella
ASV6310	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	genus_WD2101_soil_group
ASV6312	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV6313	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	genus_Acidobacteriaceae_(Subgroup_1)
ASV6314	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	genus_Chitinophagaceae
ASV6315	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV6316	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Candidatus_Solibacter
ASV6453	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	genus_Micavibrionaceae
ASV6458	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
ASV6459	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV6461	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas
ASV6468	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Chroococcidiopsaceae	genus_Chroococcidiopsaceae
ASV6623	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV6636	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	genus_Isosphaeraceae
ASV6640	Bacteria	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	Quadrisphaera
ASV6641	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter
ASV6644	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter
ASV6645	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Rhizobacter
ASV6647	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV6665	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	genus_Micropepsaceae
ASV6830	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Bryobacter
ASV6831	Bacteria	Verrucomicrobia	Verrucomicrobiae	NA	NA	genus_Verrucomicrobiae
ASV6832	Bacteria	Actinobacteria	Actinobacteria	NA	NA	genus_Actinobacteria
ASV6833	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	genus_WD2101_soil_group
ASV6840	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	genus_Streptomycetaceae
ASV6843	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV7012	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	genus_Chthoniobacteraceae
ASV7014	Bacteria	FBP	NA	NA	NA	genus_FBP
ASV7015	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	genus_Beijerinckiaceae
ASV7017	Bacteria	Actinobacteria	Acidimicrobiia	NA	NA	genus_Acidimicrobiia
ASV7019	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV7023	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	genus_Chitinophagaceae
ASV7205	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	genus_Isosphaeraceae
ASV7216	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV7219	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	genus_Fimbriimonadaceae
ASV7220	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV7221	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	genus_Fimbriimonadaceae
ASV7223	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes
ASV7225	Bacteria	Proteobacteria	Gammaproteobacteria	WD260	NA	genus_WD260
ASV7226	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans
ASV7453	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus_Protochlamydia
ASV7455	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Pajaroellobacter
ASV7716	Bacteria	Proteobacteria	Gammaproteobacteria	WD260	NA	genus_WD260
ASV7721	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Candidatus_Solibacter
ASV7722	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	genus_Alphaproteobacteria
ASV7943	Bacteria	Verrucomicrobia	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae	genus_Methylacidiphilaceae
ASV7946	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Candidatus_Solibacter
ASV7960	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV7963	Bacteria	Verrucomicrobia	Verrucomicrobiae	NA	NA	genus_Verrucomicrobiae
ASV7964	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	genus_Gammaproteobacteria
ASV7966	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	Tepidisphaera
ASV7970	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter
ASV7971	Bacteria	Actinobacteria	Actinobacteria	Frankiales	NA	genus_Frankiales
ASV7972	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV7973	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV8221	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter
ASV8235	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidipila
ASV8237	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	genus_Alphaproteobacteria
ASV8238	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV8249	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	genus_Saccharimonadales
ASV8271	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV8522	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	NA	genus_Tepidisphaerales
ASV8838	Bacteria	Actinobacteria	Thermoleophilia	NA	NA	genus_Thermoleophilia
ASV8840	Bacteria	Actinobacteria	Actinobacteria	Frankiales	NA	genus_Frankiales
ASV8843	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV9180	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	genus_WD2101_soil_group
ASV9181	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter
ASV9184	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Candidatus_Solibacter
ASV9185	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	NA	genus_Tepidisphaerales
ASV9205	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	genus_Sphingobacteriaceae
ASV9502	Bacteria	Actinobacteria	Actinobacteria	NA	NA	genus_Actinobacteria
ASV9529	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV9530	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV9531	Bacteria	Verrucomicrobia	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae	genus_Methylacidiphilaceae
ASV9532	Bacteria	Cyanobacteria	Oxyphotobacteria	NA	NA	genus_Oxyphotobacteria
ASV9533	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus_Protochlamydia
ASV9534	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	genus_JG30-KF-CM45
ASV9536	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter
ASV9926	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Rhizobacter
ASV9927	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ASV9928	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV9936	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	genus_Isosphaeraceae
ASV9940	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV10345	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	NA	genus_Chthoniobacterales
ASV10382	Bacteria	Cyanobacteria	Oxyphotobacteria	NA	NA	genus_Oxyphotobacteria
ASV10400	Bacteria	Actinobacteria	Acidimicrobiia	NA	NA	genus_Acidimicrobiia
ASV10826	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas
ASV10850	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV10862	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	genus_Acidobacteriaceae_(Subgroup_1)
ASV10870	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	genus_WD2101_soil_group
ASV10873	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV10884	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	NA	genus_Tepidisphaerales
ASV11374	Bacteria	Actinobacteria	Actinobacteria	Frankiales	NA	genus_Frankiales
ASV11911	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV12521	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	genus_Chthoniobacteraceae
ASV12525	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV12526	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	genus_Chthoniobacteraceae
ASV12530	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	genus_Solirubrobacteraceae
ASV13178	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	genus_Acidobacteriaceae_(Subgroup_1)
ASV13182	Bacteria	Verrucomicrobia	Verrucomicrobiae	NA	NA	genus_Verrucomicrobiae
ASV13200	Bacteria	Verrucomicrobia	Verrucomicrobiae	NA	NA	genus_Verrucomicrobiae
ASV13873	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV13875	Bacteria	Verrucomicrobia	Verrucomicrobiae	NA	NA	genus_Verrucomicrobiae
ASV13876	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter
ASV13881	Bacteria	Verrucomicrobia	Verrucomicrobiae	NA	NA	genus_Verrucomicrobiae
ASV13923	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	genus_Chitinophagaceae
ASV13924	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	genus_Elsterales
ASV14631	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	genus_Chthoniobacteraceae
